"Populatia cu resedinta obisnuita pe virste, medii si sexe, la inceputul anului, 2014-2024"

"Ani","Virste","Urban Barbati","Urban Femei","Rural Barbati","Rural Femei"
"2022","84",606,1620,1148,2558
"2022","85 si peste",2042,4968,4053,9792
"2023","Total",489196,582513,683446,737123
"2023","0",5495,5157,7507,6996
"2023","1",5604,5238,7339,7032
"2023","2",5988,5381,7932,7099
"2023","3",6295,5814,7849,7631
"2023","4",6494,6011,8208,7891
"2023","5",6922,6413,8757,8270
"2023","6",7565,6967,9659,9151
"2023","7",7576,6875,9891,9259
"2023","8",7592,7173,9614,9105
"2023","9",6973,6611,8777,8588
"2023","10",7183,6763,8603,8059
"2023","11",6758,6410,8447,8074
"2023","12",7014,6642,8747,8443
"2023","13",6950,6554,9181,8600
"2023","14",6676,6312,8443,8318
"2023","15",6415,6053,8986,8353
"2023","16",5922,5486,8467,7829
"2023","17",5429,5130,8517,8265
"2023","18",5003,4878,8271,8236
"2023","19",3993,3681,7511,7684
"2023","20",3810,3490,7239,7540
"2023","21",3532,3536,7035,7310
"2023","22",3634,3730,7938,7859
"2023","23",3291,3593,7368,7588
"2023","24",3755,4085,7807,7411
"2023","25",4957,5482,7331,6989
"2023","26",5601,6223,7838,7606
"2023","27",6419,6604,7711,7787
"2023","28",6733,8320,8269,7913
"2023","29",6951,8923,9022,8294
"2023","30",7568,9881,9438,8382
"2023","31",7909,9712,8696,8184
"2023","32",8680,10366,9806,8709
"2023","33",9049,10843,9969,8996
"2023","34",9605,11291,10059,9507
"2023","35",10148,11267,10266,9752
"2023","36",10367,11563,10770,10170
"2023","37",9972,11157,9808,9533
"2023","38",9933,10636,9561,9293
"2023","39",9797,10791,9428,9427
"2023","40",9015,9767,8895,8996
"2023","41",8726,9316,8625,8765
"2023","42",8573,9395,8615,9002
"2023","43",7975,8772,8784,8903
"2023","44",7424,8254,8709,9335
"2023","45",6760,7523,8505,8719
"2023","46",7076,7542,9113,9471
"2023","47",6926,7634,9232,9662
"2023","48",6594,7419,9358,9621
"2023","49",6165,7067,9307,9942
"2023","50",6428,7407,9734,10044
"2023","51",5909,6961,9245,9542
"2023","52",5990,6849,9271,9457
"2023","53",5353,6597,9274,9118
"2023","54",5591,7114,9740,9725
"2023","55",5409,7105,9689,9863
"2023","56",5368,7039,9747,9915
"2023","57",5346,6912,9302,10099
"2023","58",5712,7520,10037,10735
"2023","59",5613,8022,10573,11650
"2023","60",5832,8274,10893,12031
"2023","61",6115,8653,11368,12640
"2023","62",6480,9514,11591,12980
"2023","63",6056,9237,11488,13400
"2023","64",6045,8898,10644,12593
"2023","65",5583,8639,9956,12193
"2023","66",5160,8468,9114,11588
"2023","67",4840,8091,8314,10647
"2023","68",4773,8182,8076,11076
"2023","69",4207,7180,7058,10173
"2023","70",4259,7509,6967,9743
"2023","71",4215,7110,6950,10503
"2023","72",4100,7055,6575,10375
"2023","73",3763,6854,6388,10219
"2023","74",2982,5404,4550,7452
"2023","75",1825,3395,2826,4702
"2023","76",1569,3118,2333,4188
"2023","77",1086,2088,1379,2580
"2023","78",1068,2068,1726,3568
"2023","79",1057,2081,1865,3843
"2023","80",1239,2535,1920,4203
"2023","81",1275,2633,2086,4362
"2023","82",877,1891,1404,3178
"2023","83",722,1704,1103,2778
"2023","84",607,1618,1062,2644
"2023","85 si peste",1950,5057,3990,9767
"2024","Total",477655,576874,651834,716924
"2024","0",4733,4677,6636,6280
"2024","1",5125,4856,6696,6300
"2024","2",5448,5101,6851,6580
"2024","3",5886,5287,7507,6715
"2024","4",6180,5720,7416,7249
"2024","5",6398,5880,7818,7472
"2024","6",6784,6282,8315,7843
"2024","7",7406,6811,9173,8691
"2024","8",7422,6745,9451,8872
"2024","9",7463,7069,9200,8738
"2024","10",6864,6483,8422,8224
"2024","11",7062,6613,8254,7675
"2024","12",6636,6276,8105,7719
"2024","13",6903,6544,8426,8157
"2024","14",6832,6412,8899,8266
"2024","15",6605,6192,8222,8060
"2024","16",6230,5867,8545,8011
"2024","17",5856,5391,8236,7601
"2024","18",5200,4953,7894,7902
"2024","19",4480,4452,7326,7600
"2024","20",3598,3499,6475,7038
"2024","21",3536,3363,6566,7049
"2024","22",3235,3442,6267,6820
"2024","23",3426,3655,7255,7383
"2024","24",3095,3570,6593,7012
"2024","25",3455,4045,7093,6970
"2024","26",4732,5459,6588,6462
"2024","27",5337,6242,7147,7110
"2024","28",6167,6640,6911,7347
"2024","29",6532,8378,7517,7441
"2024","30",6720,8891,8150,7850
"2024","31",7373,9854,8733,7962
"2024","32",7704,9667,7951,7770
"2024","33",8504,10343,9080,8362
"2024","34",8740,10757,9155,8621
"2024","35",9323,11173,9350,9220
"2024","36",9793,11163,9424,9434
"2024","37",10031,11400,10120,9858
"2024","38",9664,11030,9174,9246
"2024","39",9593,10482,8885,9045
"2024","40",9526,10648,8892,9191
"2024","41",8779,9639,8358,8763
"2024","42",8494,9191,8156,8562
"2024","43",8343,9311,8167,8808
"2024","44",7742,8649,8312,8743
"2024","45",7249,8153,8266,9168
"2024","46",6576,7451,8094,8618
"2024","47",6877,7432,8722,9330
"2024","48",6758,7556,8942,9500
"2024","49",6437,7328,9049,9548
"2024","50",6017,7035,8990,9828
"2024","51",6298,7396,9437,9900
"2024","52",5790,6920,8971,9452
"2024","53",5895,6809,9036,9354
"2024","54",5240,6539,9021,9039
"2024","55",5457,7082,9498,9645
"2024","56",5304,7079,9463,9810
"2024","57",5239,7031,9524,9864
"2024","58",5265,6891,9103,10028
"2024","59",5597,7472,9772,10668
"2024","60",5498,8000,10319,11591
"2024","61",5722,8245,10707,11952
"2024","62",5970,8565,11109,12566
"2024","63",6341,9431,11286,12879
"2024","64",5886,9102,11148,13261
"2024","65",5878,8790,10312,12487
"2024","66",5424,8531,9607,12059
"2024","67",4961,8357,8745,11397
"2024","68",4635,8003,7996,10477
"2024","69",4511,8056,7707,10920
"2024","70",3994,7080,6706,9993
"2024","71",4034,7318,6600,9506
"2024","72",3992,6930,6527,10229
"2024","73",3873,6841,6228,10056
"2024","74",3534,6655,6014,9838
"2024","75",2768,5197,4276,7160
"2024","76",1688,3291,2636,4492
"2024","77",1435,2985,2194,3967
"2024","78",995,1987,1261,2411
"2024","79",957,1930,1546,3301
"2024","80",942,1955,1648,3506
"2024","81",1120,2381,1681,3828
"2024","82",1129,2406,1826,3935
"2024","83",763,1727,1211,2857
"2024","84",623,1525,922,2461
"2024","85 si peste",2028,5310,4023,10021
